police_force,Local authority,Ofsted region,Provision type,Sector,Places,Organisation which owns the provider
Dorset,dorset,South West,children's home,Local Authority,9.0,Dorset Council
Dorset,dorset,South West,children's home,Local Authority,9.0,Dorset Council
Dorset,dorset,South West,children's home,Local Authority,1.0,Dorset Council
Dorset,dorset,South West,children's home,Local Authority,1.0,Dorset Council
Dorset,dorset,South West,children's home,Local Authority,1.0,Dorset Council
Dorset,dorset,South West,children's home,Local Authority,1.0,Dorset Council
Dorset,dorset,South West,children's home,Local Authority,1.0,Dorset Council
Dorset,dorset,South West,children's home,Local Authority,1.0,Dorset Council
Dorset,dorset,South West,children's home,Private,2.0,Dorset Emergency Placement Services Ltd.
Dorset,dorset,South West,children's home,Private,2.0,Dorset Emergency Placement Services Ltd.
Dorset,dorset,South West,children's home,Private,2.0,Dorset Emergency Placement Services Ltd.
Dorset,dorset,South West,children's home,Private,2.0,Dorset Emergency Placement Services Ltd.
Dorset,dorset,South West,children's home,Private,2.0,Dorset Emergency Placement Services Ltd.
Dorset,dorset,South West,children's home,Private,2.0,Dorset Emergency Placement Services Ltd.
Dorset,dorset,South West,children's home,Private,1.0,Five Rivers Child Care Limited
Dorset,dorset,South West,children's home,Private,1.0,Five Rivers Child Care Limited
Dorset,dorset,South West,children's home,Private,1.0,Five Rivers Child Care Limited
Dorset,dorset,South West,children's home,Private,1.0,Five Rivers Child Care Limited
Dorset,dorset,South West,children's home,Private,1.0,Five Rivers Child Care Limited
Dorset,dorset,South West,children's home,Private,1.0,Five Rivers Child Care Limited
Dorset,dorset,South West,children's home,Private,5.0,Potensial Ltd
Dorset,dorset,South West,children's home,Private,5.0,Potensial Ltd
Dorset,dorset,South West,children's home,Private,5.0,Potensial Ltd
Dorset,dorset,South West,children's home,Private,5.0,Potensial Ltd
Dorset,dorset,South West,children's home,Private,5.0,Potensial Ltd
Dorset,dorset,South West,children's home,Private,5.0,Potensial Ltd
Dorset,dorset,South West,children's home,Private,4.0,Potensial Ltd
Dorset,dorset,South West,children's home,Private,4.0,Potensial Ltd
Dorset,dorset,South West,children's home,Private,4.0,Potensial Ltd
Dorset,dorset,South West,children's home,Private,4.0,Potensial Ltd
Dorset,dorset,South West,children's home,Private,4.0,Potensial Ltd
Dorset,dorset,South West,children's home,Private,4.0,Potensial Ltd
Wiltshire,swindon,South West,children's home,Private,5.0,John-Edwards Care Homes Ltd
Wiltshire,swindon,South West,children's home,Private,3.0,Park Blue Homes Limited
Wiltshire,swindon,South West,children's home,Private,5.0,Park Blue Homes Limited
Wiltshire,wiltshire,South West,children's home,Private,3.0,Arc HD Services Ltd
Wiltshire,wiltshire,South West,children's home,Private,5.0,Autonomy Plus Limited
Wiltshire,wiltshire,South West,children's home,Private,1.0,Autonomy Plus Limited
Wiltshire,wiltshire,South West,children's home,Private,3.0,Esland North Limited
Wiltshire,wiltshire,South West,children's home,Private,6.0,Five Rivers Child Care Limited
Wiltshire,wiltshire,South West,children's home,Private,2.0,Five Rivers Child Care Limited
Wiltshire,wiltshire,South West,children's home,Private,5.0,Five Rivers Child Care Limited
Wiltshire,wiltshire,South West,children's home,Private,1.0,Five Rivers Child Care Limited
Wiltshire,wiltshire,South West,children's home,Private,4.0,New Forest Care
Wiltshire,wiltshire,South West,children's home,Private,3.0,Park Blue Homes Limited
Wiltshire,wiltshire,South West,children's home,Private,5.0,Park Blue Homes Limited
Wiltshire,wiltshire,South West,children's home,Private,3.0,Priory Education Services Limited
Wiltshire,wiltshire,South West,children's home,Private,4.0,Wessex College Limited
Wiltshire,wiltshire,South West,children's home,Private,4.0,Wessex College Limited
Wiltshire,wiltshire,South West,children's home,Private,4.0,Wessex College Limited
Wiltshire,wiltshire,South West,children's home,Private,4.0,Wessex College Limited
Wiltshire,wiltshire,South West,children's home,Local Authority,3.0,Wiltshire
Wiltshire,wiltshire,South West,children's home,Local Authority,7.0,Wiltshire Council
Wiltshire,wiltshire,South West,children's home,Private,5.0,Witherslack Group Ltd
Wiltshire,wiltshire,South West,children's home,Private,5.0,Witherslack Group Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,5ab Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Acorn Residential Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Voluntary,5.0,Action For Children
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Albrighton Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Albrighton Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Albrighton Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,1.0,Albrighton Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Albrighton Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Aspireone Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Aspireone Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Aspireone Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Berry Gifford Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Blue Mountain Homes Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Cambian Childcare Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,5.0,Cambian Childcare Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,6.0,CareTech Community Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,10.0,Caretech Community Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Chillington Close
Staffordshire,staffordshire,West Midlands,children's home,Private,5.0,Compass Children's Homes Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Country Care Childrens Homes Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Crystal Care Solutions Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Crystal Care Solutions Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,6.0,DMR Services Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,6.0,Delam Care Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Educare Adolescent Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Esland North Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Esland North Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,6.0,Esland North Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Esland North Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Esland North Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Exitus Childrens Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,First Blue Healthcare Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,First Blue Healthcare Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,First Blue Healthcare Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,First Blue Healthcare Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,First Blue Healthcare Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Footsteps A Path To Change 08 Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Future In Mind
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Future In Mind
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Future In Mind
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Future In Mind
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Future In Mind
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Harmony Childcare Residential Homes Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Haven Care Group Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Haven Care Group Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Hillcrest Children's Services (2) Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,5.0,Hillcrest Children's Services (2) Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,6.0,Hillcrest Children's Services (2) Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,6.0,Hillcrest Children's Services (2) Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,5.0,Hillcrest Children's Services (2) Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Hillcrest Children's Services (2) Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Hillcrest Children's Services (2) Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Hillcrest Children's Services (2) Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Hillcrest Children's Services (2) Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,5.0,Homes 2 Inspire Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,15.0,Hopedale Children and Family Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Horizon Care Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Horizon Care and Education Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Horizon Care and Education Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Horizon Care and Education Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Horizon Care and Education Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Horizon Care and Education Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Horizon Care and Education Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Horizon Care and Education Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Horizon Care and Education Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Horizon Care and Education Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Horizon Care and Education Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Horizon Care and Education Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Hygge Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Hygge Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Inspire Care (UK) Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Inspire Care (UK) Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Inspire Care (UK) Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Longdon Hall School Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Mangrove Care Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Monach Intervention Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Motivations Activity Projects Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Mulberry House Care Homes Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Mulberry House Care Homes Limited
Staffordshire,staffordshire,West Midlands,children's home,Health Authority,6.0,North Staffordshire Combined Healthcare Nhs Trust
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Nurture Me Psychological Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Oakley House Childrens Home Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,5.0,Options Autism (4) Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Oracle Care Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Oracle Care Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Oracle Care Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Oracle Care Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Oracle Care Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Orchard Children Homes Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Pathways Residential Child Care Larkhill House Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Platform Childcare Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Platinum Services For Children (residential Care) Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Platinum Services For Children (residential Care) Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Platinum Services For Children (residential Care) Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Prestige Adolescent Care And Education Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Prestige Adolescent Care And Education Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Reflexion Care Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Reflexion Care Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Reflexion Care Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Reflexion Care Group Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Roundhouse Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Roundhouse Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Roundhouse Care Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,1.0,Searchlight Care Services Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,1.0,Searchlight Care Services Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,1.0,Searchlight Care Services Ltd
Staffordshire,staffordshire,West Midlands,children's home,Local Authority,5.0,Staffordshire County Council
Staffordshire,staffordshire,West Midlands,children's home,Local Authority,6.0,Staffordshire County Council
Staffordshire,staffordshire,West Midlands,children's home,Local Authority,5.0,Staffordshire County Council
Staffordshire,staffordshire,West Midlands,children's home,Local Authority,6.0,Staffordshire County Council
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,The Partnership Of Care Today
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,The Partnership Of Care Today
Staffordshire,staffordshire,West Midlands,children's home,Private,5.0,The Partnership Of Care Today
Staffordshire,staffordshire,West Midlands,children's home,Private,8.0,The Partnership Of Care Today
Staffordshire,staffordshire,West Midlands,children's home,Private,6.0,The Partnership Of Care Today
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,The Partnership Of Care Today
Staffordshire,staffordshire,West Midlands,children's home,Private,5.0,The Partnership Of Care Today
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Thrive Childcare Services Ltd
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Unity Residential Care Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Unity Residential Care Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Unity Residential Care Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Unity Residential Care Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Unity Residential Care Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Unity Residential Care Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Unity Residential Care Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,2.0,Unity Residential Care Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,4.0,Unity Residential Care Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Unity Residential Care Services Limited
Staffordshire,staffordshire,West Midlands,children's home,Private,3.0,Vitality Care Residential Limited
Staffordshire,staffordshire,West Midlands,children's home,Local Authority,6.0,Wolverhampton City Council
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,4.0,Cambian Childcare Ltd
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,4.0,Cambian Childcare Ltd
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,1.0,Crystal Care Solutions Limited
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,2.0,Crystal Care Solutions Limited
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,3.0,Crystal Care Solutions Limited
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,8.0,Halliwell Homes
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,3.0,Monach Intervention Services Limited
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,4.0,Platinum Services For Children (residential Care) Ltd
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,3.0,Searchlight Care Services Ltd
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,1.0,Searchlight Care Services Ltd
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,2.0,Searchlight Care Services Ltd
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,1.0,Searchlight Care Services Ltd
Staffordshire,stoke-on-trent,West Midlands,children's home,Local Authority,2.0,Stoke On Trent City Council
Staffordshire,stoke-on-trent,West Midlands,children's home,Local Authority,2.0,Stoke On Trent City Council
Staffordshire,stoke-on-trent,West Midlands,children's home,Local Authority,2.0,Stoke On Trent City Council
Staffordshire,stoke-on-trent,West Midlands,children's home,Local Authority,2.0,Stoke On Trent City Council
Staffordshire,stoke-on-trent,West Midlands,children's home,Local Authority,2.0,Stoke On Trent City Council
Staffordshire,stoke-on-trent,West Midlands,children's home,Local Authority,2.0,Stoke On Trent City Council
Staffordshire,stoke-on-trent,West Midlands,children's home,Local Authority,2.0,Stoke On Trent City Council
Staffordshire,stoke-on-trent,West Midlands,children's home,Local Authority,2.0,Stoke On Trent City Council
Staffordshire,stoke-on-trent,West Midlands,children's home,Local Authority,6.0,Stoke On Trent City Council
Staffordshire,stoke-on-trent,West Midlands,children's home,Local Authority,2.0,Stoke On Trent City Council
Staffordshire,stoke-on-trent,West Midlands,children's home,Local Authority,2.0,Stoke On Trent City Council
Staffordshire,stoke-on-trent,West Midlands,children's home,Local Authority,2.0,Stoke On Trent City Council
Staffordshire,stoke-on-trent,West Midlands,children's home,Local Authority,2.0,Stoke On Trent City Council
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,3.0,The Partnership Of Care Today
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,2.0,The Partnership Of Care Today
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,2.0,The Partnership Of Care Today
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,4.0,The Partnership Of Care Today
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,2.0,The Partnership Of Care Today
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,2.0,The Partnership Of Care Today
Staffordshire,stoke-on-trent,West Midlands,children's home,Private,2.0,Unity Residential Care Services Limited
Warwickshire,warwickshire,West Midlands,children's home,Voluntary,5.0,Action For Children
Warwickshire,warwickshire,West Midlands,children's home,Private,4.0,Archways Care Ltd
Warwickshire,warwickshire,West Midlands,children's home,Private,4.0,Archways Care Ltd
Warwickshire,warwickshire,West Midlands,children's home,Private,5.0,Cambian Childcare Ltd
Warwickshire,warwickshire,West Midlands,children's home,Private,5.0,Cambian Childcare Ltd
Warwickshire,warwickshire,West Midlands,children's home,Private,5.0,Hexagon Care Services Limited
Warwickshire,warwickshire,West Midlands,children's home,Private,4.0,Hexagon Care Services Limited
Warwickshire,warwickshire,West Midlands,children's home,Private,4.0,Ivory Cottage Ltd
Warwickshire,warwickshire,West Midlands,children's home,Private,5.0,Ivory Cottage Ltd
Warwickshire,warwickshire,West Midlands,children's home,Private,7.0,Witherslack Group Ltd
Warwickshire,warwickshire,West Midlands,children's home,Private,7.0,Witherslack Group Ltd
West Mercia,herefordshire,West Midlands,children's home,Private,8.0,Branas Isaf (holdings) Limited
West Mercia,herefordshire,West Midlands,children's home,Private,4.0,Cambian Childcare Ltd
West Mercia,herefordshire,West Midlands,children's home,Private,4.0,Cambian Childcare Ltd
West Mercia,herefordshire,West Midlands,children's home,Private,2.0,Cambian Childcare Ltd
West Mercia,herefordshire,West Midlands,children's home,Private,4.0,Cambian Childcare Ltd
West Mercia,herefordshire,West Midlands,children's home,Private,3.0,Cambian Childcare Ltd
West Mercia,herefordshire,West Midlands,children's home,Private,3.0,Compass Children's Homes Ltd
West Mercia,herefordshire,West Midlands,children's home,Private,4.0,Greenfields Adolescent Development Limited
West Mercia,herefordshire,West Midlands,children's home,Private,5.0,Keys Care Ltd
West Mercia,herefordshire,West Midlands,children's home,Private,4.0,Keys Education Ltd
West Mercia,herefordshire,West Midlands,children's home,Private,4.0,Keys Education Ltd
West Mercia,herefordshire,West Midlands,children's home,Private,5.0,Priory Education Services Limited
West Mercia,herefordshire,West Midlands,children's home,Private,7.0,Priory Education Services Limited
West Mercia,herefordshire,West Midlands,children's home,Private,3.0,Priory Education Services Limited
West Mercia,herefordshire,West Midlands,children's home,Private,7.0,Priory Education Services Limited
West Mercia,herefordshire,West Midlands,children's home,Private,5.0,Priory Education Services Limited
West Mercia,herefordshire,West Midlands,children's home,Private,5.0,Priory Education Services Limited
West Mercia,herefordshire,West Midlands,children's home,Private,2.0,River Valley Care Ltd
West Mercia,shropshire,West Midlands,children's home,Voluntary,7.0,Action For Children
West Mercia,shropshire,West Midlands,children's home,Voluntary,4.0,Action For Children
West Mercia,shropshire,West Midlands,children's home,Private,7.0,Branas Isaf (holdings) Limited
West Mercia,shropshire,West Midlands,children's home,Private,4.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,18.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,1.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,1.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,2.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,1.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,1.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,1.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,1.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,8.0,Bryn Melyn Care Limited
West Mercia,shropshire,West Midlands,children's home,Private,4.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,4.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,4.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,5.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,6.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,5.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,4.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,4.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,5.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,5.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,5.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,5.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,5.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,2.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,4.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,5.0,Cambian Childcare Ltd
West Mercia,shropshire,West Midlands,children's home,Private,6.0,Castle Homes Care Ltd
West Mercia,shropshire,West Midlands,children's home,Private,4.0,Educare Adolescent Services Limited
West Mercia,shropshire,West Midlands,children's home,Private,4.0,Family Care Associates Limited
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Hillcrest Children's Services (2) Limited
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Hillcrest Children's Services (2) Limited
West Mercia,shropshire,West Midlands,children's home,Private,8.0,Keys Education Ltd
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Keys Education Ltd
West Mercia,shropshire,West Midlands,children's home,Private,5.0,Keys Nhcc Ltd
West Mercia,shropshire,West Midlands,children's home,Private,2.0,Keys Nhcc Ltd
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Keys Nhcc Ltd
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Keys Nhcc Ltd
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Keys Nhcc Ltd
West Mercia,shropshire,West Midlands,children's home,Private,4.0,Keys Nhcc Ltd
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Keys Nhcc Ltd
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Keys Nhcc Ltd
West Mercia,shropshire,West Midlands,children's home,Private,1.0,Keys Nhcc Ltd
West Mercia,shropshire,West Midlands,children's home,Private,4.0,Physis Quantum Limited
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Physis Quantum Limited
West Mercia,shropshire,West Midlands,children's home,Private,4.0,Physis Quantum Limited
West Mercia,shropshire,West Midlands,children's home,Private,4.0,Prestige Adolescent Care And Education Limited
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Reflexion Care Group Limited
West Mercia,shropshire,West Midlands,children's home,Private,2.0,Reflexion Care Group Limited
West Mercia,shropshire,West Midlands,children's home,Private,2.0,Reflexion Care Group Limited
West Mercia,shropshire,West Midlands,children's home,Private,2.0,Reflexion Care Group Limited
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Reflexion Care Group Limited
West Mercia,shropshire,West Midlands,children's home,Private,1.0,Reflexion Care Group Limited
West Mercia,shropshire,West Midlands,children's home,Private,1.0,Reflexion Care Group Limited
West Mercia,shropshire,West Midlands,children's home,Private,2.0,Reflexion Care Group Limited
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Reflexion Care Group Limited
West Mercia,shropshire,West Midlands,children's home,Private,2.0,Reflexion Care Group Limited
West Mercia,shropshire,West Midlands,children's home,Private,1.0,Reflexion Care Group Limited
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Reflexion Care Group Limited
West Mercia,shropshire,West Midlands,children's home,Private,3.0,Reflexion Care Group Limited
West Mercia,shropshire,West Midlands,children's home,Local Authority,2.0,Shropshire Council
West Mercia,shropshire,West Midlands,children's home,Local Authority,5.0,Shropshire Council
West Mercia,shropshire,West Midlands,children's home,Local Authority,1.0,Shropshire Council
West Mercia,shropshire,West Midlands,children's home,Local Authority,2.0,Shropshire Council
West Mercia,shropshire,West Midlands,children's home,Local Authority,5.0,Shropshire Council
West Mercia,shropshire,West Midlands,children's home,Private,4.0,Unique Care Group Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,3.0,Bryn Melyn Care Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,4.0,Bryn Melyn Care Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,3.0,Bryn Melyn Care Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,4.0,Bryn Melyn Care Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,4.0,Care 4 Children Residential Services Ltd
West Mercia,telford and wrekin,West Midlands,children's home,Private,5.0,CareTech Community Services Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,6.0,CareTech Community Services Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,5.0,Castle Homes Care Ltd
West Mercia,telford and wrekin,West Midlands,children's home,Private,5.0,Castle Homes Care Ltd
West Mercia,telford and wrekin,West Midlands,children's home,Private,2.0,Cove Care - Residential Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,3.0,Cove Care - Residential Limited
West Mercia,telford and wrekin,West Midlands,children's home,Private,5.0,Cove Care - Residential Limited
